# v2.8 | 20260227 | MR_SCHEDULES – All 1257 rows, all 16 cols fully populated
Record_Type,Source_File,Discipline,Schedule_Name,Category,Schedule_Type,Multi_Categories,Fields,Filters,Sorting,Grouping,Totals,Formulas,Header_Color,Text_Color,Background_Color
VG_OVERRIDE,Connections,VG Override,Connections,Structural Connections,VG Override,Structural Framing; Structural Columns; Structural Connections,"Visible=Yes, ProjRGB(255,128,0), ProjW=3, CutRGB(255,128,0), CutW=3, SurfPat=Solid Fill, SurfRGB(255,200,150), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Connection Details,VG Override,Connection Details,Structural Framing,VG Override,Structural Framing; Structural Connections,"Visible=Yes, ProjRGB(0,80,160), ProjW=4, CutRGB(0,80,160), CutW=5, SurfPat=Solid Fill, SurfRGB(190,210,240), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Connection Details,VG Override,Connection Details,Structural Connections,VG Override,Structural Framing; Structural Connections,"Visible=Yes, ProjRGB(255,100,0), ProjW=4, CutRGB(255,100,0), CutW=4, SurfPat=Solid Fill, SurfRGB(255,180,130), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Bolt Details,VG Override,Bolt Details,Structural Connections,VG Override,Structural Connections; Structural Framing,"Visible=Yes, ProjRGB(255,100,0), ProjW=4, CutRGB(255,100,0), CutW=5, SurfPat=Solid Fill, SurfRGB(255,180,130), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Bolt Details,VG Override,Bolt Details,Structural Framing,VG Override,Structural Connections; Structural Framing,"Visible=Yes, ProjRGB(0,100,180), ProjW=3, CutRGB(0,100,180), CutW=4, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Beam Details,VG Override,Beam Details,Structural Framing,VG Override,Structural Framing; Structural Beam Systems,"Visible=Yes, ProjRGB(0,90,170), ProjW=4, CutRGB(0,90,170), CutW=5, SurfPat=Solid Fill, SurfRGB(190,210,245), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Beam Details,VG Override,Beam Details,Structural Beam Systems,VG Override,Structural Framing; Structural Beam Systems,"Visible=Yes, ProjRGB(0,100,180), ProjW=3, CutRGB(0,100,180), CutW=4, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Duct Routing,VG Override,Duct Routing,Ducts,VG Override,Ducts; Duct Fittings; Walls,"Visible=Yes, ProjRGB(0,160,70), ProjW=4, CutRGB(0,160,70), CutW=4, SurfPat=Solid Fill, SurfRGB(190,235,190), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"SurfPat=Solid Fill, Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Duct Routing,VG Override,Duct Routing,Duct Fittings,VG Override,Ducts; Duct Fittings; Walls,"Visible=Yes, ProjRGB(0,160,70), ProjW=3, CutRGB(0,160,70), CutW=3, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Duct Routing,VG Override,Duct Routing,Walls,VG Override,Ducts; Duct Fittings; Walls,"Visible=Yes, ProjRGB(200,200,200), ProjW=1, CutRGB(200,200,200), CutW=1, SurfPat=None, SurfRGB(255,255,255), Transp=50%, Halftone=Yes",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=50%, Halftone=Yes, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Lighting Overlay,VG Override,Lighting Overlay,Lighting Fixtures,VG Override,Lighting Fixtures; Ceilings; Ducts,"Visible=Yes, ProjRGB(255,200,0), ProjW=3, CutRGB(255,200,0), CutW=3, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Lighting Overlay,VG Override,Lighting Overlay,Ceilings,VG Override,Lighting Fixtures; Ceilings; Ducts,"Visible=Yes, ProjRGB(200,200,200), ProjW=2, CutRGB(200,200,200), CutW=2, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Lighting Overlay,VG Override,Lighting Overlay,Ducts,VG Override,Lighting Fixtures; Ceilings; Ducts,"Visible=Yes, ProjRGB(180,180,180), ProjW=1, CutRGB(180,180,180), CutW=1, SurfPat=None, SurfRGB(255,255,255), Transp=30%, Halftone=Yes",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=30%, Halftone=Yes, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Isometric View,VG Override,Isometric View,Ducts,VG Override,Ducts; Pipes; Cable Trays,"Visible=Yes, ProjRGB(0,176,80), ProjW=3, CutRGB(0,176,80), CutW=3, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Isometric View,VG Override,Isometric View,Pipes,VG Override,Ducts; Pipes; Cable Trays,"Visible=Yes, ProjRGB(0,112,192), ProjW=3, CutRGB(0,112,192), CutW=3, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Isometric View,VG Override,Isometric View,Cable Trays,VG Override,Ducts; Pipes; Cable Trays,"Visible=Yes, ProjRGB(255,140,0), ProjW=2, CutRGB(255,140,0), CutW=2, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Equipment Render,VG Override,Equipment Render,Mechanical Equipment,VG Override,Mechanical Equipment; Electrical Equipment,"Visible=Yes, ProjRGB(128,0,128), ProjW=3, CutRGB(128,0,128), CutW=3, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Equipment Render,VG Override,Equipment Render,Electrical Equipment,VG Override,Mechanical Equipment; Electrical Equipment,"Visible=Yes, ProjRGB(255,69,0), ProjW=2, CutRGB(255,69,0), CutW=2, SurfPat=None, SurfRGB(255,255,255), Transp=0%, Halftone=No",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,"Transparency=0%, Halftone=No, Visible=Yes",#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Realistic Materials,VG Override,Realistic Materials,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(250,248,244), Cut=RGB(250,248,244), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(245,240,230), Cut=RGB(245,240,230), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(255,255,255), Cut=RGB(255,255,255), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(200,182,160), Cut=RGB(200,182,160), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(190,225,248), Cut=RGB(190,225,248), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(210,195,175), Cut=RGB(210,195,175), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(218,200,178), Cut=RGB(218,200,178), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(225,212,196), Cut=RGB(225,212,196), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Lighting Fixtures,VG Override,Lighting Fixtures,"Visible=Yes, Proj=RGB(255,250,235), Cut=RGB(255,250,235), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(228,222,212), Cut=RGB(228,222,212), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Interior Render,VG Override,Interior Render,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(148,195,132), Cut=RGB(148,195,132), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,High Contrast,VG Override,High Contrast,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(252,202,215), Cut=RGB(252,202,215), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(252,182,200), Cut=RGB(252,182,200), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(255,222,230), Cut=RGB(255,222,230), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(255,232,240), Cut=RGB(255,232,240), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(242,162,182), Cut=RGB(242,162,182), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(178,238,235), Cut=RGB(178,238,235), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(252,198,212), Cut=RGB(252,198,212), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(198,242,238), Cut=RGB(198,242,238), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(202,238,232), Cut=RGB(202,238,232), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(162,222,192), Cut=RGB(162,222,192), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(222,242,238), Cut=RGB(222,242,238), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(242,188,202), Cut=RGB(242,188,202), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Pastel Override,VG Override,Pastel Override,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(242,188,202), Cut=RGB(242,188,202), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(198,175,152), Cut=RGB(198,175,152), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(128,158,118), Cut=RGB(128,158,118), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(212,192,165), Cut=RGB(212,192,165), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(232,222,205), Cut=RGB(232,222,205), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(155,125,98), Cut=RGB(155,125,98), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(172,205,198), Cut=RGB(172,205,198), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(188,165,138), Cut=RGB(188,165,138), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Earth Tones,VG Override,Earth Tones,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(168,145,115), Cut=RGB(168,145,115), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
