# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
BLE_RAMP_SLOPE_PCT,Ramp Slope,NUMBER,Type,"Generic Models, Ramps",CST_PROC,d0e7a861-94a5-5014-b190-7d3d5a58a5b7,Ble Ramp Slope Pct [ISO 19650-1:2018]
BLE_RAMP_SURFACE_FINISH_TXT,Ramp Surface Finish,TEXT,Type,"Generic Models, Ramps",CST_PROC,72b1ed50-5119-5269-9367-0f1a832c8af9,Ble Ramp Surface Finish Txt [ISO 19650-1:2018]
BLE_RAMP_WIDTH_MM,Ramp Width,LENGTH,Type,"Generic Models, Ramps",CST_PROC,2d201a03-f8c9-5ba5-acbc-37d9452cf3a7,Ble Ramp Width Mm [ISO 19650-1:2018]
BLE_ROOF_CLR_TXT,Roof Color,TEXT,Type,"Generic Models, Roofs",CST_PROC,bad2c4e9-2166-5685-9cb5-c0dfd4b0832d,Ble Roof Clr Txt [ISO 19650-1:2018]
BLE_ROOF_COVERING_MAT_TXT,Roof Covering Material,TEXT,Type,"Generic Models, Roofs",CST_PROC,eb06ec26-b6f5-5f3a-ad96-b8b39b7d8659,Ble Roof Covering Mat Txt [ISO 19650-1:2018]
BLE_ROOF_DOWNPPE_SZ_MM,Roof Downppe Size,LENGTH,Type,"Generic Models, Roofs",CST_PROC,0593605e-34af-58ad-a721-1812417ba5db,Ble Roof Downppe Sz Mm [ISO 19650-1:2018]
BLE_ROOF_GUTTER_SZ_MM,Roof Gutter Size,LENGTH,Type,"Generic Models, Roofs",CST_PROC,90f79b75-88c0-5c4b-8c88-0e6c9e20d07f,Ble Roof Gutter Sz Mm [ISO 19650-1:2018]
BLE_ROOF_INS_R_VALUE_M_2K_W,Roof Ins R Value M 2K W,ELECTRICAL_POWER,Type,"Generic Models, Roofs",CST_PROC,3e3919d0-f25e-59de-83b2-11b60db5b9c5,Ble Roof Ins R Value M 2k W [ISO 19650-1:2018]
BLE_ROOF_OVERHANG_MM,Roof Overhang,LENGTH,Type,"Generic Models, Roofs",CST_PROC,2aaca9a1-9c20-54b3-88f9-ac8e9f7766f2,Ble Roof Overhang Mm [ISO 19650-1:2018]
BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,Roof Plumbing Drainage System Type,TEXT,Type,"Generic Models, Roofs",CST_PROC,22ff6f18-d985-5dba-9dcf-fe95cb053aca,Ble Roof Plm Drn System Type Txt [ISO 19650-1:2018]
BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL,Roof Rainwtr Harvesting Integration,YESNO,Type,"Generic Models, Roofs",CST_PROC,184f2852-179b-54d4-a09c-3b6c51f9569f,Ble Roof Rainwtr Harvesting Integration Bool [ISO 19650-1:2018]
BLE_ROOF_SLOPE_DEG,Roof Slope (°),ANGLE,Type,"Generic Models, Roofs",CST_PROC,8d51616d-812b-58d6-a3c2-3ef872fc3ed0,Ble Roof Slope Deg [ISO 19650-1:2018]
BLE_ROOF_SOLAR_REFLECTANCE_INDEX_NR,Roof Solar Reflectance Index,NUMBER,Type,"Generic Models, Roofs",CST_PROC,bd6b9e9b-777a-517c-bde4-597df17f6d94,Ble Roof Solar Reflectance Index Nr [ISO 19650-1:2018]
BLE_ROOF_STRUCTURE_TYPE_TXT,Roof Structure Type,TEXT,Type,"Generic Models, Roofs",CST_PROC,64ed7ace-2c12-5bfb-86be-314ee494b706,Ble Roof Structure Type Txt [ISO 19650-1:2018]
BLE_ROOF_TYPE_TXT,Roof Type,TEXT,Type,"Generic Models, Roofs",CST_PROC,85a719ec-5f20-5541-994f-b588c8491fbe,Ble Roof Type Txt [ISO 19650-1:2018]
BLE_ROOF_WATERPROOFING_SYSTEM_TXT,Roof Waterproofing System,TEXT,Type,"Generic Models, Roofs",CST_PROC,ff29c3dc-01cd-5c14-b41e-c1d8fca3cfc9,Ble Roof Waterproofing System Txt [ISO 19650-1:2018]
BLE_ROOM_NAME_TXT,Room Name,TEXT,Type,Rooms,CST_PROC,0bf56335-3e98-58cb-81eb-a998c017d657,Ble Room Name Txt [ISO 19650-1:2018]
BLE_ROOM_NUMBER_TXT,Room Number,TEXT,Type,Rooms,CST_PROC,08c45bc2-6903-5a41-b295-9c3111de6882,Ble Room Number Txt [ISO 19650-1:2018]
BLE_STAIR_GOING_MM,Stair Going,LENGTH,Type,"Generic Models, Stairs",CST_PROC,3cb19d18-6500-5dc5-b461-d03a276b645f,Ble Stair Going Mm [ISO 19650-1:2018]
BLE_STAIR_HANDRAIL_HEIGHT_MM,Stair Handrail Height,LENGTH,Type,"Generic Models, Stairs",CST_PROC,1ef12b1c-c3f9-57ba-a454-212d5b5f8c0b,Ble Stair Handrail Height Mm [ISO 19650-1:2018]
BLE_STAIR_RISE_MM,Stair Rise,LENGTH,Type,"Generic Models, Stairs",CST_PROC,0dcbfb44-1130-51b2-bea9-832d4ee087f7,Ble Stair Rise Mm [ISO 19650-1:2018]
BLE_STAIR_TYPE_TXT,Stair Type,TEXT,Type,"Generic Models, Stairs",CST_PROC,c15cc821-78dc-51b7-b237-0d5ee6e7c2fe,Ble Stair Type Txt [ISO 19650-1:2018]
BLE_STAIR_WIDTH_MM,Stair Width,LENGTH,Type,"Generic Models, Stairs",CST_PROC,dcaea437-8a54-5727-8011-81e5713d7054,Ble Stair Width Mm [ISO 19650-1:2018]
BLE_STRUCT_BEAM_SZ_TXT,Structural Beam Size,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,7cead505-38f5-57a5-9425-b349170a9ee7,Ble Struct Beam Sz Txt [ISO 19650-1:2018]
BLE_STRUCT_COLUMN_SZ_TXT,Structural Column Size,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,7f9e7848-00fe-54f4-be8a-d1b2921c081d,Ble Struct Column Sz Txt [ISO 19650-1:2018]
BLE_STRUCT_CONCRETE_GRADE_TXT,Structural Concrete Grade,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,9499fb71-5eab-5b17-9f5b-8741104bd98c,Ble Struct Concrete Grade Txt [ISO 19650-1:2018]
BLE_STRUCT_ELE_TYPE_TXT,Element Type,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,e21a2a53-114b-57ba-a655-39c32ce37694,Ble Struct Ele Type Txt [ISO 19650-1:2018]
BLE_STRUCT_FOUNDATION_TYPE_TXT,Structural Foundation Type,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,d6705b58-9a98-5a20-98e8-3fe13dfb048a,Ble Struct Foundation Type Txt [ISO 19650-1:2018]
BLE_STRUCT_LD_CAP_KN_NR,Structural Ld Capacity Kn,NUMBER,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,18036582-317d-57dd-a0c6-698f6dad5136,Ble Struct Ld Cap Kn Nr [ISO 19650-1:2018]
BLE_STRUCT_MAT_TXT,Structural Material,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,fc01c335-751d-5bf6-8619-b6a7cbe9bceb,Ble Struct Mat Txt [ISO 19650-1:2018]
BLE_STRUCT_REINFORCEMENT_TXT,Structural Reinforcement,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,d59b4268-242b-5e77-a1c7-af165bef45d1,Ble Struct Reinforcement Txt [ISO 19650-1:2018]
BLE_STRUCT_SEISMIC_DESIGN_BOOL,Structural Seismic Design,YESNO,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,6002d584-21c6-59f6-9a92-a7f81e72504a,Ble Struct Seismic Design Bool [ISO 19650-1:2018]
BLE_STRUCT_SLAB_THICKNESS_MM,Structural Slab Thickness,LENGTH,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,dcc854cb-001b-5b36-9597-17fcdfb80e8e,Ble Struct Slab Thickness Mm [ISO 19650-1:2018]
BLE_STRUCT_STEEL_GRADE_TXT,Structural Steel Grade,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",CST_PROC,fe130bf1-2d9b-58d7-a29a-73a55a87eeb8,Ble Struct Steel Grade Txt [ISO 19650-1:2018]
BLE_WALL_CST_METHOD_TXT,Wall Cost Method,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,8deec0f0-18f1-52ff-8e4f-a0497c244250,Ble Wall Cst Method Txt [ISO 19650-1:2018]
BLE_WALL_EXTERIOR_FINISH_TXT,Wall Exterior Finish,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,a2b0283d-78f6-551a-9725-c54d2558ed67,Ble Wall Exterior Finish Txt [ISO 19650-1:2018]
BLE_WALL_FINISH_TXT,Wall Finish,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,Ble Wall Finish Txt [ISO 19650-1:2018]
BLE_WALL_FUNCTION_TXT,Wall Function,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,10966c31-806d-55af-ba50-91e124888e77,Ble Wall Function Txt [ISO 19650-1:2018]
BLE_WALL_HEIGHT_MM,Wall Height,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,c2dd0f26-f3ed-5490-85aa-f39f19e72b65,Ble Wall Height Mm [ISO 19650-1:2018]
BLE_WALL_INTERIOR_FINISH_TXT,Wall Interior Finish,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,1aa80c73-1145-500a-8018-2e007cb412e6,Ble Wall Interior Finish Txt [ISO 19650-1:2018]
BLE_WALL_LENGTH_MM,Wall Length,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,fdff76e0-dada-58bc-b94a-ae26b5bb2821,Ble Wall Length Mm [ISO 19650-1:2018]
BLE_WALL_MOISTURE_BARRIER_INCLUDED_TXT,Wall Moisture Barrier Included,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,b0cf547c-cf10-556d-b05e-f833b518b61d,Ble Wall Moisture Barrier Included Txt [ISO 19650-1:2018]
BLE_WALL_PRIMARY_WALL_MAT_TXT,Wall Primary Wall Material,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,83fce03a-5dbf-57cf-b9d5-d797969487f9,Ble Wall Primary Wall Mat Txt [ISO 19650-1:2018]
BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,Wall Sound Transmission Class Rating,NUMBER,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,Ble Wall Sound Transmission Class Rating Nr [ISO 19650-1:2018]
BLE_WALL_THERMAL_TRANSMITTANCE_U_VALUE_W_M_2K_NR,Wall Thermal Transmittance U Value W M 2K,NUMBER,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,5ee56aa6-f559-578c-9b72-6100c852fda1,Ble Wall Thermal Transmittance U Value W M 2k Nr [ISO 19650-1:2018]
BLE_WALL_THICKNESS_MM,Wall Thickness,LENGTH,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,d0c788c3-fd82-50e8-8361-52f0e26cfc40,Ble Wall Thickness Mm [ISO 19650-1:2018]
BLE_WALL_TYPE_CLASSIFICATION_TXT,Wall Type Classification,TEXT,Type,"Curtain Panels, Generic Models, Walls",CST_PROC,123bc70f-d9f7-5d1e-818b-aea8222786fa,Ble Wall Type Classification Txt [ISO 19650-1:2018]
BLE_WINDOW_BURGLAR_BARS_REQUIRED_UGANDA_BOOL,Burglar Bars,YESNO,Type,"Generic Models, Windows",CST_PROC,6e6c7472-3a01-54a1-9711-03c99626836b,Ble Window Burglar Bars Required Uganda Bool [ISO 19650-1:2018]
BLE_WINDOW_FRAME_MAT_TXT,Frame Material,TEXT,Type,"Generic Models, Windows",CST_PROC,80c97926-59ac-5e7d-8ce0-236dd786bf9f,Ble Window Frame Mat Txt [ISO 19650-1:2018]
BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,Glazing Type,TEXT,Type,"Generic Models, Windows",CST_PROC,4d3d9bf9-9244-599c-88ae-16e0469fa44f,Ble Window Glazing Type Single Double Triple Txt [ISO 19650-1:2018]
BLE_WINDOW_HEIGHT_MM,Height (mm),LENGTH,Type,"Generic Models, Windows",CST_PROC,9e4ae2aa-fb63-55cc-8674-df05f460882f,Ble Window Height Mm [ISO 19650-1:2018]
BLE_WINDOW_MOSQUITO_SCREEN_INCLUDED_TXT,Mosquito Screen,TEXT,Type,"Generic Models, Windows",CST_PROC,1ae1279e-2471-5cd5-be3a-ed5a6e2ccd3f,Ble Window Mosquito Screen Included Txt [ISO 19650-1:2018]
BLE_WINDOW_OPERATION_TYPE_TXT,Window Operation,TEXT,Type,"Generic Models, Windows",CST_PROC,ad3d94fe-900b-5662-985c-54e2af3eb0f9,Ble Window Operation Type Txt [ISO 19650-1:2018]
BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM,Sill Height (mm),LENGTH,Type,"Generic Models, Windows",CST_PROC,50341648-0677-525e-a2d8-6d8686e9e87e,Ble Window Sill Height From Flr Mm [ISO 19650-1:2018]
BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,Shgc,NUMBER,Type,"Generic Models, Windows",CST_PROC,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,Ble Window Solar Heat Gain Coefficient Nr [ISO 19650-1:2018]
BLE_WINDOW_TYPE_CLASSIFICATION_TXT,Window Type,TEXT,Type,"Generic Models, Windows",CST_PROC,2226d834-1132-5fa8-a468-19fbb11000d4,Ble Window Type Classification Txt [ISO 19650-1:2018]
BLE_WINDOW_U_VALUE_W_M_2K_NR,U-Value (W/m²K),NUMBER,Type,"Generic Models, Windows",CST_PROC,909af979-fe49-5c81-a0f8-db5c1f5e4ee0,Ble Window U Value W M 2k Nr [ISO 19650-1:2018]
BLE_WINDOW_VISIBLE_LIGHT_TRANSMITTANCE_PCT,Vlt %,NUMBER,Type,"Generic Models, Windows",CST_PROC,21068de7-9b17-5dd0-a477-ec1688fa318a,Ble Window Visible Light Transmittance Pct [ISO 19650-1:2018]
BLE_WINDOW_WIDTH_MM,Width (mm),LENGTH,Type,"Generic Models, Windows",CST_PROC,d7506fd3-c17c-513a-8c82-2a632e55a0a6,Ble Window Width Mm [ISO 19650-1:2018]
CST_PERCENTAGE_OF_TOTAL_PCT,Percentage of total project cost,NUMBER,Type,,CST_PROC,e5f6a7b8-c9d0-1234-efab-5678901234e5,Percentage of total project cost [ISO 19650-3:2020]
CST_S_EAR_CST_TOTAL_UGX_NR,Earthworks total cost in UGX,CURRENCY,Type,,CST_PROC,b8c9d0e1-f2a3-4567-bcde-8901234567b8,Earthworks total cost in UGX [ISO 19650-2:2018]
CST_S_EAR_DISPOSAL_VOLUME_CU_M,Excavation disposal volume in cubic meters,VOLUME,Type,,CST_PROC,f6a7b8c9-d0e1-2345-fabc-6789012345f6,Excavation disposal volume in cubic meters [ISO 19650-2:2018]
CST_S_FRM_BEAM_LENGTH_M,Formwork beam length in meters,LENGTH,Type,,CST_PROC,d4e5f6a7-b8c9-0123-defa-4567890123d4,Formwork beam length in meters [ISO 19650-2:2018]
CST_TOTAL_EQUIPMENT_COST,Total equipment cost in UGX,CURRENCY,Type,,CST_PROC,a7b8c9d0-e1f2-3456-abcd-7890123456a7,Total equipment cost in UGX [ISO 19650-3:2020]
CBL_TYPE_TXT,Cable Type,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,b796eeed-e108-53b5-9bf7-deb0842cdea3,Elc Cbl Type Txt [ISO 19650-1:2018]
ELC_CBL_AMPACITY_A,Elc Cable Ampacity A,ELECTRICAL_CURRENT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,Elc Cbl Ampacity A [ISO 19650-1:2018]
ELC_CBL_COND_SZ_SQ_MM,Elc Cable Cond Size Sq Mm,AREA,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,9b26b39e-c900-580a-b4dd-126be741a922,Elc Cbl Cond Sz Sq Mm [ISO 19650-1:2018]
ELC_CBL_DERATING_FCT_NR,Elc Cable Derating Fct,NUMBER,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,c6d3b094-3690-5fb0-846b-72abf8a784ab,Elc Cbl Derating Fct Nr [ISO 19650-1:2018]
ELC_CBL_DESTINATION_TO_TXT,Elc Cable Destination To,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,8883920c-0f0e-536e-bef4-799801211488,Elc Cbl Destination To Txt [ISO 19650-1:2018]
ELC_CBL_INSTALL_METHOD_TXT,Elc Cable Install Method,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,715b004a-b0de-5605-85d0-eedf1a6ba2da,Elc Cbl Install Method Txt [ISO 19650-1:2018]
ELC_CBL_INS_TYPE_TXT,Elc Cable Ins Type,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,Elc Cbl Ins Type Txt [ISO 19650-1:2018]
ELC_CBL_LENGTH_M,Elc Cable Length M,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,da71ae59-9744-5fe4-ad20-4b0687404e58,Elc Cbl Length M [ISO 19650-1:2018]
ELC_CBL_NR_TXT,Elc Cable,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,6f0de18a-a61d-5928-9cd9-449eb8d7361a,Elc Cbl Nr Txt [ISO 19650-1:2018]
ELC_CBL_NUM_OF_CORES_NR,Elc Cable Num Of Cores,NUMBER,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,3d9ae221-0383-5071-b9fc-52fe92e9088d,Elc Cbl Num Of Cores Nr [ISO 19650-1:2018]
ELC_CBL_SOURCE_FROM_TXT,Elc Cable Source From,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,f4e05f48-bd68-53d7-bbcf-01555243629b,Elc Cbl Source From Txt [ISO 19650-1:2018]
ELC_CBL_SZ_MM,Elc Cable Size Mm,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,d08c2c5d-577f-5861-b615-b1b427d573a7,Elc Cbl Sz Mm [ISO 19650-1:2018]
ELC_CBL_SZ_PER_CORE_MM,Elc Cable Size Per Core Mm,LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,25d3aadf-0495-5897-84ee-e07c33fe2244,Elc Cbl Sz Per Core Mm [ISO 19650-1:2018]
ELC_CKT_BRK_RATING_A,Breaker Rating (A),ELECTRICAL_CURRENT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,8686e464-9edb-5112-a6a3-d0b7624d12f7,Elc Ckt Brk Rating A [ISO 19650-1:2018]
ELC_CKT_CBL_SZ_MM,Cable Size (mm²),LENGTH,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,5fdec965-f61d-51e4-9fdb-a2461a9b8241,Elc Ckt Cbl Sz Mm [ISO 19650-1:2018]
ELC_CKT_CBL_TYPE_TXT,Cable Type,TEXT,Type,"Cable Trays, Conduits, Generic Models",ELC_PWR,06300e4f-bfb5-527f-b497-f8086ea01bcf,Elc Ckt Cbl Type Txt [ISO 19650-1:2018]
ELC_CKT_CUR_A,Current (A),ELECTRICAL_CURRENT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,35d7f2c9-39b3-5cf3-867b-020dd1edb24d,Elc Ckt Cur A [ISO 19650-1:2018]
ELC_CKT_FINAL_TXT,Final Circuit,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,9cec857c-be26-5146-a85b-d69749aa4592,Elc Ckt Final Txt [ISO 19650-1:2018]
ELC_CKT_IDENTIFICATION_TXT,Circuit ID,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,554e6560-f728-552e-8879-f949664d2f8d,Elc Ckt Identification Txt [ISO 19650-1:2018]
ELC_CKT_LENGTH_M,Length (m),LENGTH,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,26374738-d41a-5995-97d2-3de4eb1664a0,Elc Ckt Length M [ISO 19650-1:2018]
ELC_CKT_NR,Circuit Number,NUMBER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,Elc Ckt Nr [ISO 19650-1:2018]
ELC_CKT_PHASE_COUNT_NR,Phases,INTEGER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,9a3d204e-5cc8-5e7a-8199-174d407c0210,Elc Ckt Phase Count Nr [ISO 19650-1:2018]
ELC_CKT_PWR_KW,Power (kW),ELECTRICAL_POWER,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,af31c470-7148-5135-b18d-7fe4eb536de5,Elc Ckt Pwr Kw [ISO 19650-1:2018]
ELC_CKT_VLT_V,Voltage (V),ELECTRICAL_POTENTIAL,Type,"Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,b1bf20ca-7ff0-51c0-8a21-55eb9e18fe7f,Elc Ckt Vlt V [ISO 19650-1:2018]
ELC_DIV_FCT_NR,Diversity Factor,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,f7aed743-08cc-5147-ae86-f7049c7b7f39,Elc Div Fct Nr [ISO 19650-1:2018]
ELC_EQUIPMENT_TYPE_TXT,Elc Equipment Type,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,00fa6c8f-1349-52af-a61b-29153dbf2cb2,Elc Equipment Type Txt [ISO 19650-1:2018]
ELC_IP_RATING_TXT,Ip Rating,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,4529878a-ddd0-5dd1-8c12-caad8b5bd8ed,Elc Ip Rating Txt [ISO 19650-1:2018]
ELC_LP_CONNECTION_TYPE_TXT,Elc Lp Connection Type,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,6ec4e66a-d15d-5715-aa76-190f6ef5f628,Elc Lp Connection Type Txt [ISO 19650-1:2018]
ELC_LP_EARTH_RES_OHMS,Elc Lp Earth Resistance Ohms,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,ce2fc22d-99f9-58c1-91f6-26bebf223b4e,Elc Lp Earth Res Ohms [ISO 19650-1:2018]
ELC_PNL_CKT_SOURCE_NAME_TXT,Circuit Source,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,3efc7b1a-5be1-533b-af3e-99cbd8c04af5,Elc Pnl Ckt Source Name Txt [ISO 19650-1:2018]
ELC_PNL_CKT_SOURCE_NAME_02_TXT,Elc Pnl tag,TEXT,Type,,ELC_PWR,2edc2860-64a8-4597-8f4d-ef5123a84bf3,Elc Pnl tag
ELC_PNL_CKT_SOURCE_NAME_03_TXT,Elc Pnl tag,TEXT,Type,,ELC_PWR,b5da8314-11c4-4b6d-aa38-eeae56c9f9b8,Elc Pnl tag
ELC_PNL_CONNECTED_LOAD_KW,Connected Load (kW),ELECTRICAL_POWER,Type,"Electrical Equipment, Generic Models",ELC_PWR,9df4b41b-3c97-5bbd-bce8-4e3ff9c5e0dc,Elc Pnl Connected Load Kw [ISO 19650-1:2018]
ELC_PNL_DESIGNATION_NAME_TXT,Panel Designation,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,ea6fc977-0678-5a5c-b1b5-a19e9f3e17e0,Elc Pnl Designation Name Txt [ISO 19650-1:2018]
ELC_PNL_FED_FROM_PNL_TXT,Fed From Panel,TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,1a340249-26d2-55ff-b3fe-63d245e170df,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018]
ELC_PNL_MAIN_BRK_A,Main Breaker (A),ELECTRICAL_CURRENT,Type,"Electrical Equipment, Generic Models",ELC_PWR,ec3c2a37-6a06-5794-a048-e405c362a8a4,Elc Pnl Main Brk A [ISO 19650-1:2018]
ELC_PNL_NUM_OF_WAYS_NR,Number Of Ways,NUMBER,Type,"Electrical Equipment, Generic Models",ELC_PWR,7f871de1-9153-549f-a19f-290683618f46,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018]
ELC_PNL_PHS_COUNT_NR,Phase Count,INTEGER,Type,"Electrical Equipment, Generic Models",ELC_PWR,febd6223-1632-599f-991b-cbeb3b8fd979,Elc Pnl Phs Count Nr [ISO 19650-1:2018]
ELC_PNL_SHORT_CIRCUIT_RATING_KA,Short Circuit Rating (kA),TEXT,Type,"Electrical Equipment, Generic Models",ELC_PWR,eac6e4e0-593e-521c-a4d8-f6142f0010a5,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018]
ELC_PNL_VLT_V,Voltage (V),ELECTRICAL_POTENTIAL,Type,"Electrical Equipment, Generic Models",ELC_PWR,1080edf4-7df6-5705-9515-0fb674933c1b,Elc Pnl Vlt V [ISO 19650-1:2018]
ELC_PWR_CIR_LOAD_TYPE_TXT,Load Type,TEXT,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,2c471520-95f9-5dd1-a2d8-6c0f806dbb7f,Elc Pwr Cir Load Type Txt [ISO 19650-1:2018]
ELC_PWR_CONNECTED_LOAD_KW,Elc Power Connected Load Kw,ELECTRICAL_POWER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,5d0e4463-a9c8-5df2-82bc-703c62395bd9,Elc Pwr Connected Load Kw [ISO 19650-1:2018]
ELC_PWR_KW,Elc Power Kw,ELECTRICAL_POWER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,1090274a-74b8-5ac4-8eaf-4f36c4b6cb55,Elc Pwr Kw [ISO 19650-1:2018]
ELC_PWR_SPARE_01_TXT,Electrical - Spare 01,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Cable Trays, Conduits, Generic Models",ELC_PWR,3049bb1d-3318-4c79-87c1-5d6b560df920,Spare parameter 1 for ELC_PWR group
ELC_PWR_SPARE_02_TXT,Electrical - Spare 02,TEXT,Type,"Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Cable Trays, Conduits, Generic Models",ELC_PWR,69bff624-c1bc-49bf-b190-b4b69fbe699e,Spare parameter 2 for ELC_PWR group
ELC_SPARE_WAYS_NR,Electrical - Spare WAYS,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,8ff6b7e5-8ec9-58ab-8d92-52d2f189afb6,Elc Spare Ways Nr [ISO 19650-1:2018]
ELC_VLT_DROP_PCT,Voltage Drop %,NUMBER,Type,"Cable Trays, Conduits, Electrical Equipment, Electrical Fixtures, Generic Models, Lighting Fixtures",ELC_PWR,cf27a6c4-4056-543b-876f-ca8747265b83,Elc Vlt Drop Pct [ISO 19650-1:2018]
