param,group,source,categories,desc
ELC_LPS_COMPLIANCE_STATUS_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Plugin-written LPS compliance verdict (PASS / WARN / FAIL / SPACING FAIL / SEP DIST FAIL / EARTH FAIL)
ELC_LPS_CONDUCTOR_CROSS_SECT_MM2,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Down conductor cross section in mm2 (min 50 mm2 copper per BS EN 62305)
ELC_LPS_CONDUCTOR_MATERIAL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Down conductor material (COPPER / ALUMINIUM / STEEL) for separation distance km factor
ELC_LPS_DOWNCOND_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS down-conductor tag -- full tag for descent conductors connecting air terminals to earth [BS EN 62305-3 _5.3]
ELC_LPS_DOWN_CONDUCTOR_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Count of down conductors per BS EN 62305 (min 2 for class IV, 4 for class I)"
ELC_LPS_EARTH_ELECTRODE_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Count of earth electrodes serving the LPS
ELC_LPS_EARTH_RESISTANCE_OHM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Measured earth resistance in ohms (target <10 ohm per BS EN 62305)
ELC_LPS_EARTH_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS earth-electrode tag -- full tag for rod / ring / foundation / mesh earth electrode [BS EN 62305-3 _5.4]
ELC_LPS_EARTH_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Earth electrode type (ROD / RING / FOUNDATION / MESH)
ELC_LPS_ELEMENT_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS component type marker (AIR_TERMINAL / DOWN_CONDUCTOR / EARTH_ELECTRODE / BONDING_BAR / SPD); primary discriminator for CollectLpsFamily
ELC_LPS_FROM_LPZ_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPZ on the upstream side of an LPZ-crossing element (LPZ0A / LPZ0B / LPZ1 / LPZ2 / LPZ3) -- stamped by Bonding Inventory [BS EN 62305-4 _6.1]
ELC_LPS_INSPECTION_INTERVAL_MONTHS,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Inspection interval in months (12 for class I/II, 24 for class III/IV)"
ELC_LPS_KC_FACTOR_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Current-distribution factor kc per BS EN 62305-3 _6.3 (1/n with floor 0.1; stamped on Project Information by LPS Class Setup / kc Recalc)
ELC_LPS_MESH_SIZE_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Air terminal mesh grid size in metres per BS EN 62305 class
ELC_LPS_PROJECT_NG_OVERRIDE_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Project ground flash density Ng (flashes/km2/year) override from lightning location service
ELC_LPS_PROJECT_NG_OVERRIDE_NR_DISP_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Project ground flash density Ng (flashes/km2/year) override from lightning location service — TEXT display mirror for tag labels
ELC_LPS_PROTECTION_ANGLE_DEG,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Protection cone half-angle in degrees per BS EN 62305 class
ELC_LPS_RISK_ASSESSMENT_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Risk assessment reference document per BS EN 62305-2
ELC_LPS_ROLLING_SPHERE_RADIUS_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Rolling sphere radius in metres per BS EN 62305 class (20 / 30 / 45 / 60)
ELC_LPS_SEPARATION_DISTANCE_MM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Separation distance (s) between LPS and services in millimetres
ELC_LPS_SPD_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS surge protective device tag -- full tag for SPD Type 1 / 2 / 3 [BS EN 62305-4 / BS EN 61643]
ELC_LPS_SURGE_PROTECTION_LVL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Surge protection device level (Type 1 / Type 2 / Type 3)
ELC_LPS_TESTCLAMP_TAG_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPS test clamp / inspection point tag -- full tag for clamps allowing earth-resistance test [BS EN 62305-3 _7.2]
ELC_LPS_TEST_DATE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,ISO 8601 date of last LPS test / inspection
ELC_LPS_TO_LPZ_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,LPZ on the downstream side of an LPZ-crossing element (LPZ0A / LPZ0B / LPZ1 / LPZ2 / LPZ3) -- stamped by Bonding Inventory [BS EN 62305-4 _6.1]
ELC_LPS_ZONE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Lightning protection zone per BS EN 62305-4 (LPZ0A / LPZ0B / LPZ1 / LPZ2 / LPZ3)
ELC_LP_CONNECTION_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lp Connection Type Txt [ISO 19650-1:2018]
ELC_LP_EARTH_RES_OHMS,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lp Earth Res Ohms [ISO 19650-1:2018]
ELC_LP_SOIL_RESIST_OHM_M,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Lp Soil Resist Ohm M [ISO 19650-1:2018]
ELC_LSC_TIER_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,NEC 517 / NFPA 99 Tier: 1 / 2 / 3
ELC_PANEL_MAIN_BREAKER_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Main incomer / MCCB rating label (e.g. ""250A 65kA MCCB"") used for TCC database lookup and selective coordination checks [BS 7671:2018 / STING Gap 13]"
ELC_PANEL_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Panel Ref Txt [STING]
ELC_PANEL_SCHEDULE_REF_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Electrical panel schedule document reference [BS 7671:2018+A2:2022]
ELC_PHOTO_BEAM_ANGLE_DEG,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Beam angle in degrees (the angle within which 50 % peak intensity is contained) [STING Phase 180]
ELC_PHOTO_CCT_K,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Correlated colour temperature in Kelvin [STING Phase 180]
ELC_PHOTO_CRI_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Colour Rendering Index Ra [CIE 13.3 / STING Phase 180]
ELC_PHOTO_EFFICACY_LM_W,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated luminous efficacy lm / W = Lumens / Watts [STING Phase 180]
ELC_PHOTO_FILE_PATH_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Absolute or project-relative path to the IES / LDT / GLDF photometric file bound to this fixture [STING Phase 180]
ELC_PHOTO_LAST_CALC_DATE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,ISO 8601 date stamp of the most recent photometric calculation [STING Phase 181]
ELC_PHOTO_LAST_ENGINE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Engine ID that wrote the most recent photometric result (DIALux / ElumTools / Relux / Estimate) [STING Phase 181]
ELC_PHOTO_LUMENS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Total luminous flux from the bound photometric file (lm) [IESNA LM-63 / EULUMDAT / STING Phase 180]
ELC_PHOTO_LUX_CALC,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated maintained illuminance at the workplane in lux [CIBSE LG7 / DIALux import / STING Phase 179]
ELC_PHOTO_LUX_DIALUX_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated illuminance from a DIALux evo IFC import [STING Phase 181]
ELC_PHOTO_LUX_ELUMTOOLS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated illuminance from ElumTools shared parameters [STING Phase 181]
ELC_PHOTO_LUX_RELUX_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated illuminance from a Relux IFC import [STING Phase 181]
ELC_PHOTO_SYMMETRY_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Photometric symmetry (rotational / axial / quadrant / none) per LM-63 / EULUMDAT [STING Phase 180]
ELC_PHOTO_UGR_CALC,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Calculated Unified Glare Rating per the room geometry [CIE 117 / CIBSE LG7 / STING Phase 179]
ELC_PHOTO_UNIFORMITY_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Uniformity ratio (Emin / Eavg) per BS EN 12464-1 [STING Phase 181]
ELC_PHOTO_WATTS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Total power draw from the bound photometric file (W) [STING Phase 180]
ELC_PNL_AIC_RATING_KA,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Standardised AIC (Ampere Interrupting Capacity) tier in kA stamped to the panel for breaker / switchgear specification [STING Phase 178]
ELC_PNL_CIRCUIT_GROUP_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Group key carried by a panel after the first BatchAssignCircuits run -- pins the panel to a single logical group so subsequent runs converge.
ELC_PNL_CKT_SOURCE_NAME_02_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl tag
ELC_PNL_CKT_SOURCE_NAME_03_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl tag
ELC_PNL_CKT_SOURCE_NAME_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Ckt Source Name Txt [ISO 19650-1:2018]
ELC_PNL_CONNECTED_LOAD_KW,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Connected Load Kw [ISO 19650-1:2018]
ELC_PNL_DESIGNATION_NAME_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Designation Name Txt [ISO 19650-1:2018]
ELC_PNL_FED_FROM,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Panel fed from source
ELC_PNL_FED_FROM_PNL_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Fed From Pnl Txt [ISO 19650-1:2018]
ELC_PNL_IP_RATING_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Ip Rating [ISO 19650-1:2018]
ELC_PNL_MAIN_BRK_A,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Main Brk A [ISO 19650-1:2018]
ELC_PNL_NAME_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Source panel / distribution board name stamped on conduit by WireParamStampCommand (matches ElectricalSystem.BaseEquipment.Name) [STING Gap 1/2]
ELC_PNL_NUM_OF_WAYS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Num Of Ways Nr [ISO 19650-1:2018]
ELC_PNL_PHS_COUNT_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Phs Count Nr [ISO 19650-1:2018]
ELC_PNL_RATED_KW,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Panel rated capacity kW (for overload check) [ISO 19650-3:2020]
ELC_PNL_SHORT_CIRCUIT_KA,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Short Circuit Ka [ISO 19650-1:2018]
ELC_PNL_SHORT_CIRCUIT_RATING_KA,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Short Circuit Rating Ka [ISO 19650-1:2018]
ELC_PNL_SPARE_WAYS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Spare Ways [ISO 19650-1:2018]
ELC_PNL_VLT_V,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pnl Vlt V [ISO 19650-1:2018]
ELC_PWR_CIR_LOAD_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pwr Cir Load Type Txt [ISO 19650-1:2018]
ELC_PWR_CONNECTED_LOAD_KW,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pwr Connected Load Kw [ISO 19650-1:2018]
ELC_PWR_KW,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Pwr Kw [ISO 19650-1:2018]
ELC_PWR_SPARE_01_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Spare parameter 1 for ELC_PWR group
ELC_PWR_SPARE_02_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Spare parameter 2 for ELC_PWR group
ELC_RECEPT_TYPE_TXT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Receptacle type: HOSP-GR / TR / ISO / EMG-RED
ELC_RECONCILE_DRIFT_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Conduit reconciliation drift flag [Electrical]
ELC_SEL_COORD_OK,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Selective coordination check result stamp: 1 = passes BS 7671 _536 / NEC 240.87 criteria for this panel [STING Gap 13]
ELC_SEL_COORD_VERIFIED_BOOL,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,"Selective coordination check result (1=passes, 0=fails) [BS 7671 / NEC 240.87 / STING Phase 179]"
ELC_SPARE_WAYS_NR,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Spare Ways Nr [ISO 19650-1:2018]
ELC_TAG_7_PARA_CABLE_TXT,4,tag-container,<ALL>,"Cable paragraph (destination, source, cores, size, insulation, install method, tray fill, load) [ISO 19650-3:2020]"
ELC_TAG_7_PARA_CIRCUIT_TXT,4,tag-container,<ALL>,Circuit/point paragraph container [ISO 19650-3:2020]
ELC_TAG_7_PARA_CIRC_TXT,4,tag-container,<ALL>,Electrical TAG7 paragraph container for circ
ELC_TAG_7_PARA_COMM_TXT,4,tag-container,<ALL>,Communication device electrical paragraph container [ISO 19650-3:2020]
ELC_TAG_7_PARA_CONDUIT_TXT,4,tag-container,<ALL>,Conduit paragraph [ISO 19650-3:2020]
ELC_TAG_7_PARA_ELC_CONNECTORS_TXT,4,tag-container,<ALL>,Elc Connectors paragraph [ISO 19650-3:2020]
ELC_TAG_7_PARA_FAB_CONTAINMENT_TXT,4,tag-container,<ALL>,Fab Containment paragraph [ISO 19650-3:2020]
ELC_TAG_7_PARA_FIXTURE_TXT,4,tag-container,<ALL>,Electrical fixture TAG7 paragraph narrative
ELC_TAG_7_PARA_LPS_TXT,4,tag-container,<ALL>,"Electrical TAG7 paragraph container for LPS (class, LPZ, down conductors, earth resistance, last test) [STING Phase 176]"
ELC_TAG_7_PARA_PANEL_TXT,4,tag-container,<ALL>,DB panel paragraph container [ISO 19650-3:2020]
ELC_TAG_7_PARA_TIEIN_TXT,4,tag-container,<ALL>,Electrical tie-in point paragraph container [ISO 19650-3:2020]
ELC_TAG_7_PARA_TRAY_TXT,4,tag-container,<ALL>,Cable tray paragraph [ISO 19650-3:2020]
ELC_TRANSFER_LOAD_OK,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Transfer Load Ok [STING]
ELC_UPS_REPLACE_DT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,UPS battery replacement date ISO 8601 [H-27]
ELC_VLT_DROP_PCT,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Vlt Drop Pct [ISO 19650-1:2018]
ELC_VLT_PRIMARY_RATING_V,4,safe-prefix,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Elc Vlt Primary Rating V [ISO 19650-1:2018]
